2021-09-08 11:46:33|"@beyazay34 @FatihACanli Ben ezelden beridir hür yaşadım, hür yaşarım,
Hangi çılgın bana zincir vuracakmış? Şaşarım.
Kükremiş sel gibiyim, bendimi çiğner, aşarım,
Yırtarım dağları, enginlere sığmam, taşarım.
#PcrTestineHayir 
#asıolmayacağım 
#PcrDayatmasıDurdurulsun"
2021-09-08 11:44:48|Aşısız öğretmen oranının bu topluma faydaları nelerdir? #Asısızİstemiyorum #asıolmayacağım #COVID19 #OkullardakiDurum #OkulOncesiDers40Dk #okullaracıldı #okulsporlarınakatılmıyoruz #OkuldaAyrımcılıkİstemiyoruz #carsamba #Turkey #millieğitimbakanlığı https://t.co/6MoJNPedon
2021-09-08 11:39:12|"#K O R K M U Y O R U Z
#OkullardakiDurum
#asıolmayacağım
#OkuldaAyrımcılıkİstemiyoruz https://t.co/XAMTMk7BWI"
2021-09-08 11:33:44|"Ey millet denek olarak bizi sattılar ve siz hepiniz buna gönüllü oldunuz!
#PCRbitersePandemiBiter
#plandemitiyatrosu 
#PcrTestineHayir 
#asıolmayacağım 
#bueyuekuyanısmitingi"
2021-09-08 10:24:34|"Bilime, tıbba neden İNANMAMALIYIZ a sadece bir örnek daha. Görevi kötüye kullanma, güveni kötüye kullanma, hile, aldatma, insan sağlığına alenen kast.. suç üstüne suç işleniyor. Nerdesiniz savcı(lar) ?!
@Osmanunsal58
@ess_av
@avyasingirgin
#asıolmayacağım
#BüyükUyanışMitingi https://t.co/WS8jtjcNqq"
2021-09-08 08:27:37|Eğitimin önemi burada ortaya çıkıyor. Sorgulamaya karşı değilim ama aşı karşıtı bilim insanlarının ve eğitimli kişilerin de bizler gibi bu cehalete ve fırsatçılığa dur demesi gerekir. #aşı #AsıKarsıtları #AsıOlalım #asıolmayacağım #asıhayatkurtarır #AsıDeğilBiyolojikSilah #asıol https://t.co/sNn79T4XtF
2021-09-08 08:15:44|"Her şey akıllı telefonlar hayatımıza girdikten sonra başladı. Onlar akıllandıkça akıllandı, biz insanlığımızı, muhabbetimizi kaybettik.
#6EyluelSoykırımı 
#pcrtestinehayır 
#AsıVePcrDurdurulsun 
#asıolmayacağım 
#pcrdayatmasınahayır"
2021-09-08 08:12:05|"Ölümlerden ölüm beğenmek bu olsa gerek.
Böyle bir dönemde derin bir hüzün ve hicab duyarak bu tweeti atıyorum.
Selametle.
#PcrDayatmasıDurdurulsun 
#SağlıkBakanıFahrettinKoca 
#PCRbitersePandemiBiter 
#asıolmayacağım 
@drfahrettinkoca 
@TC_icisleri @RTErdogan"
2021-09-08 08:04:47|Oğlumun okuluna girebilmem için pcr ya da aşı zorunluluğu geldi. Bu sıvıyı zorunlu hale getirmek ne derece etik? #AsıVePcrDurdurulsun  #asıolmayacağım
2021-09-08 07:57:23|Aşı karşısı Yıldız Tilbe aşı oldu! https://t.co/dxK8uWwYu0 #yıldıztilbe #asıolmayacağım https://t.co/JUTTzQ0Ijt
2021-09-08 07:38:52|"İşte Belge! Yoğun bakım aşılı hasta dolu https://t.co/7BvHWolUJt 
#AsıVePcrDurdurulsun #AsilananlarAsiyiAnlatiyor #asıolmayacağım #asizorunlulugu #COVID19 #koronavirus @drcetiner @Heyula_Frekans @HazarTandogan @hypebilgi @ajanshaberlerii"
2021-09-08 07:28:14|"Yoğun bakım haberimize açıklama https://t.co/Hh736PD8zD 
@kocaelisaglikmd @GebzeGazetesi @gebze_belediye @gebzeyenigun41 @gebzehaber41 @sagliksen41 #AsıVePcrDurdurulsun #asıolmayacağım #asıyahayır #asizorunlulugu #PcrTestineHayir #pcrzulmunukabuletmiyoruz #COVID19"
2021-09-08 05:17:15|"Sözde eğitimci ve sözde okumuşlar dünyadan bi haber, olan bitenden zerre haberleri yok sağlıktan bahsedip üstüne bölücü bir reklamda çocuğu kullanıp farkındalık yaratmaya çalışıyorlar. Dost değil düşmansınız… 
#AsıVePcrDurdurulsun 
#asıolmayacağım 
#CocuklarımızıYedirmeyiz https://t.co/ohP7pz24oh"
2021-09-08 00:38:16|Aşı çok da işe yaramış gözükmüyor . #AsıVePcrDurdurulsun #AsilananlarAsiyiAnlatiyor #asımağdurları #asıyahayır #asıolmayacağım #Asısızİstemiyorum #asizorunlulugu #aşıol #asıolmuyorum https://t.co/UhmcVZskJz
2021-09-08 23:39:58|@MutlubasSema kuduz aşısımı aq benim köpeğede senede bir yapıyoz #AsıMasıOlmıycam #asımağdurları #asıolmayacağım
2021-09-08 23:12:34|"#AşıOlmayacağım
#DenekOlmayacağım
#MaskeyeHayır
#HESeHayır
#PcrTestineHayir
#AşıMaşıOlmıycam
TÜRK düşmanı bütün siyasilere HAYIR."
2021-09-08 22:49:12|@atabenli Sürekli mutasyon geçiren ve sürekli yeni varyantlari ortaya çıkan bir virüs aşı ile bitmez aşı sadece biraz daha az hasar ile geçirilmesini sağlar hastalığın . Kaldı ki aşı güvenli madem neden sorumlulugu sana yıkmak icin sözleşme imzalattılar nasıl bir çelişki bu #asıolmayacağım
2021-09-08 22:34:32|"KOD MEHDİ:NE AŞI NE ÇİP TÜM ŞEYTANÎ SONA ERECEK!
TİK TAK TİK TAK ZAMAN DOLUYOR...
#AsıMasıOlmıycam #OkullardakiDurum
#MEBEvarSAGLİGAyokmu #OkullardakiDurum #asımağdurları #asıolmayacağım https://t.co/keHveHGM03"
2021-09-08 21:54:09|"@sevgipekaydin @gulltemel Amacımız Allah'ın rızasıdır #AşıOlmayacağım (@AmacAllahRizasi) Tweetledi: ne sinovac ne BioNTech öleceğimi bilsem ikisini de olmam. 
aşı olmaya gerek yok. 
Prof Dr Serhat FINDIK
 #AşıMaşıOlmıycam https://t.co/CggK6BwzrV https://t.co/WXVaQtgu8T"
