Tweet Id,Tweet Date,Follower Count,Account Verified,Favorite Count,Retweets,Tweet Text
1436064329506361352,2021-09-09 20:29:51,115,False,2,0,b'#fahrettinkocaistifa vebalini veremeyeceksiniz #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m https://t.co/JPDoFWfrXc'
1436057142457470976,2021-09-09 20:01:18,905,False,0,0,b'@RTErdogan @rte_tim_ Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436057067119386626,2021-09-09 20:01:00,905,False,0,0,b'@RTErdogan @rte_tim_ Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436056465152872451,2021-09-09 19:58:36,905,False,0,0,b'@Yaziyor @NumanKurtulmus Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436056201662500871,2021-09-09 19:57:33,905,False,0,0,b'@ibrahimkaragul Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436055914751082499,2021-09-09 19:56:25,905,False,0,0,b'@SavciSayan Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436055131099893768,2021-09-09 19:53:18,905,False,1,1,b'@Yaziyor @NumanKurtulmus Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436054870403043333,2021-09-09 19:52:16,905,False,0,0,b'@Yaziyor Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436054753977511937,2021-09-09 19:51:48,905,False,0,0,b'@06melihgokcek Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436054656334147591,2021-09-09 19:51:25,674,False,0,0,b'@drfahrettinkoca Yav yeter art\xc4\xb1k yeter Biz sizlerin deney fareleri niz miyiz istedi\xc4\x9finize g\xc3\xb6re kesip bi\xc3\xa7ip test ediyorsunuz Hak hukuk adalet insanl\xc4\xb1k nerede #As\xc4\xb1Mas\xc4\xb1Olm\xc4\xb1ycam #As\xc4\xb1VePcrDurdurulsun #a\xc5\x9f\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #A\xc5\x9f\xc4\xb1yaPCRyehay\xc4\xb1r #as\xc4\xb1yahay\xc4\xb1r https://t.co/rr2Qscc5DA'
